timestamp,temperature,battery,signal_strength,altitude,cpu_load
2026-01-01 00:00:00,22.198685661204493,91.87565074836169,-69.24301138335464,400.01843366544364,35.25044900529581
2026-01-01 00:01:00,22.019663033437542,91.90597284397045,-70.92216532417763,399.99033120763465,34.47427539236646
2026-01-01 00:02:00,22.408825540210522,92.09209404076849,-69.13039407989434,400.0214224296237,35.90928811917613
2026-01-01 00:03:00,22.833369141273607,92.06155553981502,-68.64436214119505,400.0938726181244,37.07994271204809
2026-01-01 00:04:00,22.204342646303257,91.95686476090538,-69.5865650967763,400.0494365401877,36.415307096369084
2026-01-01 00:05:00,22.27745115610211,91.96759910749633,-68.12320418744193,400.05209066721585,36.71715686638853
2026-01-01 00:06:00,23.074965436194965,92.13164973436827,-70.77378919910358,399.99160799218953,35.54310833592974
2026-01-01 00:07:00,22.821320602844338,91.84126429167463,-71.24465470331141,400.10667921999163,35.9237575676781
2026-01-01 00:08:00,22.396337759088993,92.00206460717551,-71.77872024890428,400.1113294264001,34.73682221105712
2026-01-01 00:09:00,22.869472318601233,91.8796711021349,-68.50395568851081,400.1968187981637,41.322365853349055
2026-01-01 00:10:00,22.53377123078132,91.86734781951593,-69.34563434364594,400.08276949729117,35.60412254456612
2026-01-01 00:11:00,22.597738941967886,92.05481652779808,-70.05558467091045,400.11850921766177,36.96093880566052
2026-01-01 00:12:00,22.943748618718967,92.0038124523482,-69.72003137368019,400.12929468687815,37.14996592335922
2026-01-01 00:13:00,22.14246751074094,91.9920264454001,-71.12548904729837,400.20484217399934,40.60072511845808
2026-01-01 00:14:00,22.276359397851326,92.05582182107315,-67.55424802038317,400.1302087875474,38.428141961888
2026-01-01 00:15:00,22.797543128338614,91.85315057624491,-69.87077881802477,400.15777873786976,41.702839069386954
2026-01-01 00:16:00,22.670901688215515,91.94229294569425,-69.8906052053951,400.1829167907652,38.030994850562394
2026-01-01 00:17:00,23.252619540748547,91.78345998651098,-69.27423337610131,400.170377271976,40.08713513243451
2026-01-01 00:18:00,22.81178073423274,91.86862495287326,-69.5189907682633,400.14707106129094,37.98950132331662
2026-01-01 00:19:00,22.655201776649943,91.79047854184485,-69.77611597572087,400.1872549711325,44.060837997511186
2026-01-01 00:20:00,23.848465984780464,91.81454939474891,-70.7904744554453,400.2391925284139,37.48449266875754
2026-01-01 00:21:00,23.210824318196412,91.87927355381554,-69.52853164286401,400.14193954120077,40.54689007039635
2026-01-01 00:22:00,23.363822321967323,91.65726689751499,-68.11797550352496,400.2074534357825,41.24047078153948
2026-01-01 00:23:00,22.799246635905398,92.08385809135281,-68.65457995384502,400.1731154612768,40.82408991554949
2026-01-01 00:24:00,23.180305539140765,91.60909739277506,-68.4068133733606,400.2749591587161,39.627292697452106
2026-01-01 00:25:00,23.467845964917327,91.56787170808184,-70.51121567643119,400.14589371071963,39.71739838929197
2026-01-01 00:26:00,22.98493984715687,91.91371663102501,-70.98960482025858,400.20070648951054,40.02172252087387
2026-01-01 00:27:00,23.613864244078258,91.84874940409445,-70.12578692009964,400.25385866664146,39.575234151134
2026-01-01 00:28:00,23.237919119015167,91.81361797255782,-69.9442750877113,400.3193586805701,41.710501921011655
2026-01-01 00:29:00,23.37239198663907,91.80425182638963,-68.90580848152905,400.24361152765533,44.09604645668749
2026-01-01 00:30:00,23.25555983501432,91.69816298407297,-71.69246462971482,400.22468131910773,38.431503564112745
2026-01-01 00:31:00,24.240586920087612,91.55541184427712,-68.47044968053939,400.3517609392899,36.65816872892965
2026-01-01 00:32:00,23.493961514667085,91.69137068372906,-70.15800789857899,400.1902778709222,39.05295971812723
2026-01-01 00:33:00,23.072213171098518,91.56842574327318,-70.42688106994741,400.1574219101874,44.20190069440659
2026-01-01 00:34:00,23.81651518051998,91.80626796001266,-71.01210437526017,400.29374953098187,37.23013115398081
2026-01-01 00:35:00,22.987641460322497,91.62794139277469,-71.65485667186577,400.2507307825585,41.89366301957976
2026-01-01 00:36:00,23.544316884319194,91.51617542048112,-69.17682941603809,400.22855008493366,41.73271753090864
2026-01-01 00:37:00,22.658044754911042,91.58179212375205,-69.9266820328116,400.31849712923946,37.01702117904696
2026-01-01 00:38:00,22.888175711971748,91.68193971814135,-71.28996089974106,400.2984224202064,38.99516539954679
2026-01-01 00:39:00,23.472184066853455,91.5254413170794,-71.29507877206362,400.26086352408834,40.8343001053644
2026-01-01 00:40:00,23.659332772236684,91.47666694066503,-70.33578469929013,400.22756615047547,36.52810765120408
2026-01-01 00:41:00,23.399590865426052,91.62655308172378,-68.3309784747106,400.33739420230336,36.57790083612403
2026-01-01 00:42:00,23.248554737018015,91.6167449856663,-70.25959135136361,400.32814497789445,35.51157892288224
2026-01-01 00:43:00,23.13490670796203,91.49395852369432,-71.5031429531181,400.2922112560854,34.32786505942568
2026-01-01 00:44:00,22.621335809582412,91.48934425415726,-70.24574306408594,400.3907068709829,34.7352306413224
2026-01-01 00:45:00,22.879172111974,91.58480749060364,-70.27272356974767,400.2457442576649,33.257719506774826
2026-01-01 00:46:00,22.934302309881165,91.3227873487754,-72.69688664294158,400.2235132446926,35.442446446793085
2026-01-01 00:47:00,23.49005891967383,91.31888043384352,-70.05429486651781,400.2654020383957,33.50134966964924
2026-01-01 00:48:00,23.15064208665411,91.41223336681213,-70.23093453020867,400.2975927800947,35.1757011064436
2026-01-01 00:49:00,22.25143099105666,91.47798292724323,-69.30379363518658,400.31158053205024,31.264467864363255
